Tb06.3A7.270,uncertain
Tb927.1.270,uncertain
Tb927.1.370,uncertain
Tb927.1.3750,uncertain
Tb927.1.3760,uncertain
Tb927.1.40,uncertain
Tb927.1.470,uncertain
Tb927.10.10270,uncertain
Tb927.10.10750,uncertain
Tb927.10.12750,uncertain
Tb927.10.13390,uncertain
Tb927.10.13690,uncertain
Tb927.10.5150,uncertain
Tb927.10.5160,uncertain
Tb927.10.6940,uncertain
Tb927.10.8275,uncertain
Tb927.10.8280,uncertain
Tb927.10.8295,uncertain
Tb927.10.8300,uncertain
Tb927.10.8340,uncertain
Tb927.10.8350,uncertain
Tb927.10.9600,uncertain
Tb927.10.9600,uncertain
Tb927.10.9610,uncertain
Tb927.10.9620,uncertain
Tb927.10.9630,uncertain
Tb927.11.11970,uncertain
Tb927.11.11990,uncertain
Tb927.11.12000,uncertain
Tb927.11.12010,uncertain
Tb927.11.12120,uncertain
Tb927.11.12130,uncertain
Tb927.11.12140,uncertain
Tb927.11.12400,uncertain
Tb927.11.12410,uncertain
Tb927.11.12720,uncertain
Tb927.11.1490,uncertain
Tb927.11.1500,uncertain
Tb927.11.1510,uncertain
Tb927.11.1520,uncertain
Tb927.11.1530,uncertain
Tb927.11.15720,uncertain
Tb927.11.15730,uncertain
Tb927.11.16190,uncertain
Tb927.11.9580,uncertain
Tb927.11.9620,uncertain
Tb927.11.9920,uncertain
Tb927.2.1380,uncertain
Tb927.2.1460,uncertain
Tb927.2.1470,uncertain
Tb927.2.2070,uncertain
Tb927.2.2320,uncertain
Tb927.2.3330,uncertain
Tb927.2.3880,uncertain
Tb927.2.4440,uncertain
Tb927.2.4445,uncertain
Tb927.2.5710,uncertain
Tb927.2.5720,uncertain
Tb927.2.5860,uncertain
Tb927.2.6230,uncertain
Tb927.2.6240,uncertain
Tb927.2.6270,uncertain
Tb927.2.6280,uncertain
Tb927.2.6310,uncertain
Tb927.2.650,uncertain
Tb927.3.2500,uncertain
Tb927.3.2510,uncertain
Tb927.3.2520,uncertain
Tb927.3.2530,uncertain
Tb927.3.2540,uncertain
Tb927.3.2550,uncertain
Tb927.3.2560,uncertain
Tb927.3.2570,uncertain
Tb927.3.2580,uncertain
Tb927.3.3599,uncertain
Tb927.3.3600,uncertain
Tb927.3.4005,uncertain
Tb927.3.4010,uncertain
Tb927.3.4065,uncertain
Tb927.3.5740,uncertain
Tb927.4.120,uncertain
Tb927.4.140,uncertain
Tb927.4.190,uncertain
Tb927.5.4000,uncertain
Tb927.6.1300,uncertain
Tb927.6.1310,uncertain
Tb927.6.1350,uncertain
Tb927.6.240,uncertain
Tb927.6.250,uncertain
Tb927.6.260,uncertain
Tb927.6.270,uncertain
Tb927.6.2730,uncertain
Tb927.6.350,uncertain
Tb927.6.540,uncertain
Tb927.6.550,uncertain
Tb927.6.920,uncertain
Tb927.7.1960,uncertain
Tb927.7.1970,uncertain
Tb927.7.1980,uncertain
Tb927.7.1990,uncertain
Tb927.7.2000,uncertain
Tb927.7.2010,uncertain
Tb927.7.2020,uncertain
Tb927.7.6020,uncertain
Tb927.7.6870,uncertain
Tb927.7.6880,uncertain
Tb927.8.490,uncertain
Tb927.8.490,uncertain
Tb927.8.500,uncertain
Tb927.8.500,uncertain
Tb927.8.510,uncertain
Tb927.8.510,uncertain
Tb927.8.520,uncertain
Tb927.8.520,uncertain
Tb927.8.530,uncertain
Tb927.8.5920,uncertain
Tb927.8.5930,uncertain
Tb927.9.15820,uncertain
Tb927.9.15850,uncertain
Tb927.9.16050,uncertain
Tb927.9.16060,uncertain
