Tb927.9.16070,uncertain
Tb927.9.720,uncertain
Tb927.9.730,uncertain
Tb927.9.740,uncertain
Tb927.9.760,uncertain
Tb927.9.780,uncertain
Tb927.9.790,uncertain
Tb927.9.800,uncertain
Tb927.4.4780,UTR_contained
Tb04.3I12.100,UTR_contained
Tb05.30F7.410,UTR_contained
Tb07.30D13.110,UTR_contained
Tb07.30D13.130,UTR_contained
Tb07.30D13.160,UTR_contained
Tb07.30D13.180,UTR_contained
Tb927.1.1760,UTR_contained
Tb927.1.2200,UTR_contained
Tb927.1.2310,UTR_contained
Tb927.1.2760,UTR_contained
Tb927.1.3890,UTR_contained
Tb927.1.4020,UTR_contained
Tb927.1.4910,UTR_contained
Tb927.10.1010,UTR_contained
Tb927.10.1020,UTR_contained
Tb927.10.10790,UTR_contained
Tb927.10.11460,UTR_contained
Tb927.10.11710,UTR_contained
Tb927.10.12070,UTR_contained
Tb927.10.1220,UTR_contained
Tb927.10.12650,UTR_contained
Tb927.10.12730,UTR_contained
Tb927.10.13060,UTR_contained
Tb927.10.13080,UTR_contained
Tb927.10.13410,UTR_contained
Tb927.10.13420,UTR_contained
Tb927.10.13530,UTR_contained
Tb927.10.14290,UTR_contained
Tb927.10.1480,UTR_contained
Tb927.10.14960,UTR_contained
Tb927.10.15033,UTR_contained
Tb927.10.15340,UTR_contained
Tb927.10.15620,UTR_contained
Tb927.10.15980,UTR_contained
Tb927.10.15990,UTR_contained
Tb927.10.1650,UTR_contained
Tb927.10.1670,UTR_contained
Tb927.10.1780,UTR_contained
Tb927.10.1920,UTR_contained
Tb927.10.2180,UTR_contained
Tb927.10.2360,UTR_contained
Tb927.10.2400,UTR_contained
Tb927.10.2420,UTR_contained
Tb927.10.3050,UTR_contained
Tb927.10.3840,UTR_contained
Tb927.10.4020,UTR_contained
Tb927.10.4410,UTR_contained
Tb927.10.4420,UTR_contained
Tb927.10.5100,UTR_contained
Tb927.10.5160,UTR_contained
Tb927.10.6040,UTR_contained
Tb927.10.6270,UTR_contained
Tb927.10.6430,UTR_contained
Tb927.10.7150,UTR_contained
Tb927.10.7170,UTR_contained
Tb927.10.7530,UTR_contained
Tb927.10.7640,UTR_contained
Tb927.10.7950,UTR_contained
Tb927.10.8350,UTR_contained
Tb927.10.8740,UTR_contained
Tb927.10.9340,UTR_contained
Tb927.10.9465,UTR_contained
Tb927.10.9466,UTR_contained
Tb927.10.9530,UTR_contained
Tb927.10.9610,UTR_contained
Tb927.10.9620,UTR_contained
Tb927.10.9630,UTR_contained
Tb927.10.9710,UTR_contained
Tb927.11.11060,UTR_contained
Tb927.11.11400,UTR_contained
Tb927.11.11420,UTR_contained
Tb927.11.11970,UTR_contained
Tb927.11.11990,UTR_contained
Tb927.11.12000,UTR_contained
Tb927.11.12010,UTR_contained
Tb927.11.12425,UTR_contained
Tb927.11.13160,UTR_contained
Tb927.11.13630,UTR_contained
Tb927.11.14510,UTR_contained
Tb927.11.14595,UTR_contained
Tb927.11.15380,UTR_contained
Tb927.11.2235,UTR_contained
Tb927.11.2390,UTR_contained
Tb927.11.2480,UTR_contained
Tb927.11.2850,UTR_contained
Tb927.11.2870,UTR_contained
Tb927.11.3210,UTR_contained
Tb927.11.3560,UTR_contained
Tb927.11.4090,UTR_contained
Tb927.11.4310,UTR_contained
Tb927.11.4620,UTR_contained
Tb927.11.605,UTR_contained
Tb927.11.6650,UTR_contained
Tb927.11.6860,UTR_contained
Tb927.11.7000,UTR_contained
Tb927.11.730,UTR_contained
Tb927.11.7910,UTR_contained
Tb927.11.7980,UTR_contained
Tb927.11.7990,UTR_contained
Tb927.11.820,UTR_contained
Tb927.11.8340,UTR_contained
Tb927.11.8360,UTR_contained
Tb927.11.9380,UTR_contained
Tb927.11.9410,UTR_contained
Tb927.2.1895,UTR_contained
Tb927.2.3275,UTR_contained
Tb927.2.3285,UTR_contained
Tb927.2.3295,UTR_contained
Tb927.2.3305,UTR_contained
Tb927.2.3315,UTR_contained
Tb927.3.1640,UTR_contained
Tb927.3.1650,UTR_contained
Tb927.3.2450,UTR_contained
Tb927.3.3210,UTR_contained
Tb927.3.5655,UTR_contained
Tb927.4.1010,UTR_contained
Tb927.4.2050,UTR_contained
Tb927.4.2610,UTR_contained
Tb927.5.140,UTR_contained
Tb927.5.1480,UTR_contained
Tb927.5.170,UTR_contained
Tb927.5.1740,UTR_contained
Tb927.5.540,UTR_contained
Tb927.5.645,UTR_contained
Tb927.6.1150,UTR_contained
Tb927.6.1790,UTR_contained
Tb927.6.2530,UTR_contained
Tb927.6.3400,UTR_contained
Tb927.6.810,UTR_contained
Tb927.7.2695,UTR_contained
Tb927.7.3480,UTR_contained
Tb927.7.3690,UTR_contained
Tb927.7.3720,UTR_contained
Tb927.7.3840,UTR_contained
Tb927.7.5860,UTR_contained
Tb927.7.6330,UTR_contained
Tb927.7.6425,UTR_contained
Tb927.7.6710,UTR_contained
Tb927.7.6780,UTR_contained
Tb927.7.7020,UTR_contained
Tb927.7.7350,UTR_contained
Tb927.7.7390,UTR_contained
Tb927.7.7475,UTR_contained
Tb927.7.7497,UTR_contained
Tb927.8.2685,UTR_contained
Tb927.9..8320,UTR_contained
Tb927.9.13160,UTR_contained
Tb927.9.14940,UTR_contained
Tb927.9.15320,UTR_contained
Tb927.9.15950,UTR_contained
Tb927.9.6570,UTR_contained
Tb927.9.6830,UTR_contained
Tb927.9.7500,UTR_contained
Tb927.9.7850,UTR_contained
